id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
2718810,905.4279978285225,275.16637797306856,1,1,#d5ece6,300,900,300,300,5214,-0.0025207954729322634,0.0018982476315155246
2718920,829.9420972317031,208.27519952759553,1,1,#d5ece6,300,900,300,300,5215,-0.003667513135523713,-0.002803453350128204
2718940,884.9732684621563,752.1119662399645,1,1,#d5ece6,300,900,300,900,5216,-0.005679218717857151,0.007504109673745908
2718960,891.0724528854795,334.7331118041223,1,1,#d5ece6,300,900,300,300,5217,-0.0015613558278028072,0.0011143798322233028
2719170,902.7029757256201,802.6024029547646,1,1,#9ccadd,300,900,600,900,5218,-0.0020819464170527212,-0.0011740493654076214
2719320,796.2970495198108,626.6391229682918,1,1,#d5ece6,300,900,300,600,5219,0.0021347048271998753,-0.0054636125445179
2720550,887.6968369086878,877.1252627242033,1,1,#d5ece6,300,900,300,900,5220,-0.010673066064059699,-0.006615190929561065
2720580,878.19680658694,362.2122750839141,1,1,#d5ece6,300,900,300,300,5221,0.014816524979300786,0.001521579388519817
2720670,793.3920349785346,331.75778923823935,1,1,#d5ece6,300,900,300,300,5222,0.0013970090144129952,-0.006338862390478783
2721210,784.6039582600201,298.74826073512344,1,1,#d5ece6,300,900,300,300,5223,-0.0009223480424157076,-0.005663724457745114
2721240,1028.279219237233,911.9485370366732,4,4,#b394c9,300,900,900,900,5224,0.001678297692486353,0.012229660222487925
2721270,883.8246761319609,533.543678722491,1,1,#d5ece6,300,900,300,600,5225,-0.004080166695301463,0.00009183673025295603
2721320,875.4832981394695,558.1452475919568,1,1,#d5ece6,300,900,300,600,5226,-0.003141742095553214,0.0015343757106382624
2721390,771.5917133787401,603.9751280957884,2,2,#d5ece6,300,900,300,600,5227,-0.0003703201372332944,-0.006393565211542759
2721420,958.8531175708328,769.9107076217002,2,2,#9ccadd,300,900,600,900,5228,-0.010395907072703436,0.005981248168604754
2721450,849.4050389956509,199.1830616778443,1,1,#d5ece6,300,900,300,300,5229,-0.005983786598377133,-0.0022597361421886585
2721480,821.0611626992599,334.40766880901344,1,1,#d5ece6,300,900,300,300,5230,0.006525452585979064,-0.003988857805981079
2722920,840.2774925918694,561.7559732774017,1,1,#d5ece6,300,900,300,600,5231,-0.005086515008713488,-0.0003461314830078416
2722950,914.7599504766379,918.4635617122163,3,2,#d5ece6,300,900,300,900,5232,0.0024648130197634428,0.006986553804304768
2723010,808.8022360776849,919.7535547549506,1,1,#9ccadd,300,900,600,900,5233,0.0009106545076219413,-0.009934493171068261
2723310,875.4764458923876,567.6769954892649,1,1,#d5ece6,300,900,300,600,5234,0.004295213474179602,-0.010349414931144458
2723370,996.4892236836715,305.7524797443515,1,1,#d5ece6,300,900,300,300,5235,-0.00033657699618840526,0.006008347766586027
2723400,893.9641060320222,358.9763856906771,1,1,#d5ece6,300,900,300,300,5236,0.005168342912818337,0.000601595070463562
2723430,949.104709592675,214.4542343943781,1,2,#d5ece6,300,900,300,300,5237,-0.00638236081967847,0.002856638298490109
2723490,933.3119874372933,326.73477492311116,2,1,#d5ece6,300,900,300,300,5238,0.0043203635889830115,0.004600624989685177
2723520,952.8370588835717,213.03422181479152,1,1,#d5ece6,300,900,300,300,5239,-0.0037603049049338283,0.0038591387995564113
2723550,984.1972246459426,337.01130770272175,1,1,#d5ece6,300,900,300,300,5240,0.00420806430450756,0.005491384681407929
2723580,975.4685117311816,335.1005856055033,1,1,#d5ece6,300,900,300,300,5241,0.002948123237729909,0.004323277632783956
2723820,828.367488738673,350.68448163784353,2,1,#d5ece6,300,900,300,300,5242,0.005588836351287767,-0.0010842905905540184
2723850,854.434483789055,730.9203332707748,2,2,#d5ece6,300,900,300,900,5243,-0.010629144782498535,-0.001991356443248908
2723880,957.2996115898121,573.0883608386916,2,2,#d5ece6,300,900,300,600,5244,0.0006505246022528517,0.00545700066463141
2723910,858.2762152839396,581.2679715818808,1,1,#d5ece6,300,900,300,600,5245,-0.00041453993775096565,-0.0031644014346562193
2723970,854.3170188438852,239.6353492082694,1,1,#d5ece6,300,900,300,300,5246,-0.005707790909961391,-0.0022957617058618975
2725050,836.1485379760808,845.0949496759011,1,1,#9ccadd,300,900,600,900,5247,-0.010840339578234066,-0.002498341409939031
2725080,978.7715143079762,272.6601906079744,1,1,#d5ece6,300,900,300,300,5248,-0.001879050153244017,0.005855474501115259
2725140,911.8225496796217,302.9236045821795,1,1,#d5ece6,300,900,300,300,5249,-0.0020486560770354182,0.0032434480725674203
2725200,770.9356493599172,779.657927566099,3,3,#9ccadd,300,900,600,900,5250,-0.006860942575944941,-0.008336156776940792
2728050,895.6057915362546,734.7737396297152,2,2,#d5ece6,300,900,300,900,5251,-0.009288965336660545,-0.000521837273887842
2728080,938.0128565562076,494.17842854738814,1,1,#d5ece6,300,900,300,600,5252,-0.005194180357494987,0.0025993383069812565
2728110,891.8333478453088,316.5130471380481,1,1,#d5ece6,300,900,300,300,5253,-0.004032894959745509,0.0005953270529294407
2728140,873.587542955154,222.90143966582767,1,1,#d5ece6,300,900,300,300,5254,-0.005440459750522242,-0.001114530256230309
2728170,773.4485165965534,845.3291145719944,1,1,#d5ece6,300,900,300,900,5255,-0.0032302738704438833,-0.011289862726246616
2728200,893.9943448775063,334.67241069642586,1,1,#d5ece6,300,900,300,300,5256,0.009659875441226165,-0.0004147947011061359
2728230,904.0253467412668,490.8129471175227,1,1,#d5ece6,300,900,300,600,5257,0.003218968716547077,-0.00015768693148945773
2728290,829.1447744758482,247.38445593827248,1,1,#d5ece6,300,900,300,300,5258,-0.002672243861461716,-0.006811509729335396
2728320,918.7591118555231,290.0124011871536,1,1,#d5ece6,300,900,300,300,5259,-0.0019076392057771766,0.0012161991898703205
2728350,820.91421059394,325.3596773135388,1,1,#d5ece6,300,900,300,300,5260,0.00029336955525443784,-0.005799065632895459
2728380,952.6383957483027,255.44068158293987,1,1,#d5ece6,300,900,300,300,5261,-0.0013058947747390415,0.006653269793732341
2728950,877.201698909078,307.221692811066,1,1,#d5ece6,300,900,300,300,5262,0.0018064287607654618,0.002075824857733971
2728960,837.4772546896369,363.05230167899833,1,1,#d5ece6,300,900,300,300,5263,0.0053839432442872705,-0.002706042551939894
2728970,836.454572309276,230.38192857568646,1,1,#d5ece6,300,900,300,300,5264,-0.005359253482294819,-0.0026110997644712363
2730030,892.622616597618,331.1480893896931,2,2,#d5ece6,300,900,300,300,5265,0.0022510639274140667,0.0021706168399621925
2730060,845.6730027715198,568.1669047293943,2,2,#d5ece6,300,900,300,600,5266,-0.0022406577391237193,-0.0018087217229357788
2730090,975.0970751737109,264.5339496426462,1,1,#d5ece6,300,900,300,300,5267,-0.0028585889933764805,0.0038967053657229743
2730150,925.7819179189006,391.66084848710244,1,1,#d5ece6,300,900,300,300,5268,0.005975274072644351,0.002557625419253434
2730450,978.6708091500933,302.23564653225867,1,1,#d5ece6,300,900,300,300,5269,-0.0001059111578778969,0.006133544138760125
2730480,912.8980582043813,479.5664030392826,2,1,#d5ece6,300,900,300,600,5270,-0.004476916859130189,0.0012243268701683954
2730510,857.5380702328873,264.0117341674311,1,1,#d5ece6,300,900,300,300,5271,-0.002762512406318526,-0.0032758301100914294
2730870,828.8617034310554,901.7913222527689,1,1,#9ccadd,300,900,600,900,5272,-0.003430148377632869,-0.0017353837417706686
2731750,1000.795255575337,870.6089630169455,2,2,#9ccadd,300,900,600,900,5273,-0.007567888748408026,0.011213481198482601
2731780,867.0811418965583,747.3154937680154,3,3,#9ccadd,300,900,600,900,5274,-0.008556483534928088,-0.003282194920274477
2731800,875.9096729616509,793.495128066972,3,3,#9ccadd,300,900,600,900,5275,-0.017158165810795573,0.01444774360175458
2732070,885.8545554781939,656.133089393324,1,1,#d5ece6,300,900,300,600,5276,0.005695772064633641,0.0010346753975365192
2732250,805.1718384984341,256.3889710363348,1,1,#d5ece6,300,900,300,300,5277,-0.003221514259374713,-0.005768014987761965
2732390,967.186554350745,760.63322862735,3,4,#d5ece6,300,900,300,900,5278,-0.009374064164460637,0.0038477493742557385
2732430,984.8713701772817,798.6784503617195,2,2,#9ccadd,300,900,600,900,5279,-0.004545778216633497,0.00700590927803571
2732460,791.91585339308,280.9295095579612,1,1,#d5ece6,300,900,300,300,5280,-0.0010130390066707539,-0.005943471222425023
2732520,837.6669052521185,203.48172159832924,1,1,#d5ece6,300,900,300,300,5281,-0.004695775641878255,-0.00023725122743630458
2732550,791.4003604752733,329.50432324086034,1,1,#d5ece6,300,900,300,300,5282,0.0014465258687341345,-0.006341861384603181
2732700,905.7530022004971,660.97095049232,1,1,#d5ece6,300,900,300,600,5283,0.004901547536942477,0.001956619234599467
