id,diverse_1994,diverse_2016,total_1994,total_2016
1907110,-1,-1,369,292
1907170,-1,0,1477,1077
1907350,-1,0,1154,1072
1907380,-1,1,983,1023
1907410,-1,1,1425,1404
1907440,-1,-1,420,325
1907470,-1,-1,533,291
1907590,-1,0,649,2328
1907620,-1,0,1670,1383
1907710,-1,1,5065,3442
1907860,-1,0,2838,5568
1907900,-1,-1,480,445
1907920,-1,-1,690,439
1907980,1,1,886,744
1908070,-1,-1,598,416
1908130,-1,-1,720,445
1908220,-1,0,10151,9147
1908310,-1,0,1709,1403
1908520,-1,-1,1252,3071
1908550,-1,-1,560,691
1908580,0,1,17692,15000
1908610,-1,-1,1367,1262
1908730,-1,-1,1793,1637
1908880,-1,0,145,162
1908910,-1,1,1764,2220
1908940,-1,-1,793,817
1908970,0,1,30664,32733
1909060,-1,-1,167,117
1909120,-1,-1,578,931
1909480,-1,0,9728,10350
1909540,-1,-1,535,449
1909570,-1,-1,627,481
1909600,-1,-1,647,704
1909990,-1,1,940,863
1910050,-1,-1,459,611
1910110,-1,-1,741,645
1910130,-1,-1,501,493
1910340,-1,-1,424,473
1910350,-1,-1,556,518
1910410,-1,-1,511,355
1910500,-1,-1,694,527
1910690,-1,0,814,592
1910950,-1,0,902,838
1910980,-1,-1,510,497
1911040,-1,-1,308,223
1911070,-1,1,1717,1369
1911250,-1,-1,317,421
1911340,-1,0,2036,1705
1911790,-1,0,1543,1159
1911820,-1,1,4517,3672
1911850,-1,0,2848,1896
1912120,-1,-1,508,515
1912230,-1,0,674,431
1912330,-1,-1,923,1070
1912480,-1,-1,399,451
1912510,-1,0,789,1515
1912600,-1,-1,229,50
1912660,-1,-1,317,441
1912690,-1,-1,1894,2060
1912750,-1,-1,446,339
1912810,-1,-1,320,378
1913110,-1,-1,615,670
1913200,-1,0,1885,1684
1913230,-1,-1,725,518
1913290,-1,-1,680,698
1913320,-1,-1,577,522
1913350,-1,-1,555,551
1913380,-1,-1,497,354
1913440,-1,-1,336,174
1913470,-1,1,1209,1252
1913500,-1,-1,1617,1545
1913530,-1,-1,584,174
1913660,-1,0,896,624
1914010,-1,-1,547,668
1914160,-1,-1,645,808
1914280,-1,-1,1662,1136
1914310,-1,0,559,399
1914340,-1,-1,869,695
1914370,-1,0,1426,1425
1914580,-1,-1,1745,1413
1914640,-1,-1,3301,3638
1914670,-1,-1,833,871
1914700,0,1,9934,13728
1914730,-1,0,1300,1184
1914850,-1,-1,670,570
1914880,-1,-1,585,673
1915180,-1,-1,345,415
1915210,-1,0,1338,1312
1915330,-1,-1,980,1034
1915450,-1,0,2928,7081
1915630,-1,0,2553,1849
1915660,-1,-1,482,343
1915750,-1,-1,538,449
1915840,-1,-1,2032,1699
1916110,-1,0,827,678
1916140,-1,-1,375,334
1916320,-1,0,451,348
1916420,-1,0,556,241
1916440,-1,-1,564,631
1916530,-1,0,2178,2135
1916620,-1,1,474,507
1916680,-1,0,2678,3017
1917100,-1,-1,492,744
1917220,-1,0,3847,7437
1917250,-1,-1,512,695
1917460,-1,-1,693,689
1917550,-1,0,436,499
1917820,-1,0,1033,866
1917880,-1,0,122,84
1918030,-1,-1,528,485
1918120,-1,-1,1116,810
1918180,-1,-1,591,665
1918240,-1,-1,383,462
1918330,-1,-1,845,806
1918480,-1,-1,598,653
1918510,-1,0,1816,1428
1918540,-1,-1,1021,728
1918630,-1,0,670,349
1918690,-1,0,1598,2166
1918720,-1,1,4872,5054
1918750,-1,-1,550,564
1918780,-1,0,4695,3800
1918840,-1,0,1379,1376
1918930,-1,-1,1028,865
1918960,-1,-1,491,385
1919140,-1,-1,1275,1416
1919200,-1,-1,609,506
1919440,-1,-1,1008,764
1919590,-1,-1,663,526
1919650,-1,-1,1166,1078
1919710,-1,-1,400,374
1919740,-1,-1,329,233
1919770,0,-1,154,133
1919800,-1,-1,311,222
1919860,-1,-1,811,635
1919890,-1,0,2248,2043
1920040,-1,-1,1053,1370
1920100,-1,-1,338,345
1920130,0,1,5580,5036
1920190,-1,-1,570,614
1920250,-1,0,1588,1631
1920340,-1,-1,1380,1076
1920460,-1,-1,563,529
1920580,-1,0,502,510
1920610,-1,0,3561,2866
1920760,-1,-1,583,818
1920820,-1,-1,672,619
1920830,-1,-1,494,294
1920850,-1,-1,571,584
1920910,-1,-1,896,1662
1920940,-1,0,3043,3206
1921000,-1,-1,624,432
1921060,-1,-1,409,113
1921090,-1,-1,809,872
1921120,-1,0,346,106
1921210,-1,0,592,564
1921240,-1,0,1939,2804
1921600,-1,-1,481,366
1921630,-1,0,1643,1300
1921660,-1,-1,806,720
1921720,-1,0,272,69
1921810,-1,-1,366,168
1921840,-1,-1,1161,989
1921870,-1,0,2632,2365
1922110,-1,1,4979,4496
1922380,-1,-1,236,220
1922440,-1,-1,789,714
1922470,-1,-1,1943,2386
1922530,-1,1,1621,1767
1923110,-1,0,2976,4693
1923160,-1,-1,667,760
1923190,-1,0,796,644
1923340,-1,1,672,695
1924000,-1,0,1331,1143
1924120,-1,0,424,361
1924150,-1,-1,548,336
1924660,-1,1,528,889
1924870,-1,-1,1078,1132
1924960,-1,-1,658,485
1925050,-1,-1,341,192
1925200,-1,-1,729,602
1925320,-1,0,1456,1354
1925380,-1,0,617,359
1925410,-1,0,228,172
1925590,-1,0,1055,1597
1925620,-1,-1,403,284
1925920,-1,-1,378,698
1925980,-1,0,1191,1038
1926070,-1,-1,1230,1099
1926250,-1,-1,472,513
1926280,-1,-1,793,568
1926370,-1,1,959,1288
1926400,0,1,14337,14167
1926580,-1,-1,951,1500
1926640,-1,0,768,730
1926670,-1,-1,414,139
1926730,0,1,1748,1543
1926790,-1,-1,729,495
1926820,-1,0,3841,7086
1926850,-1,-1,652,503
1926910,-1,0,2460,1982
1927000,-1,-1,1291,1291
1927060,-1,-1,490,389
1927240,-1,-1,318,242
1927270,-1,-1,963,620
1927390,0,1,1803,2369
1927480,-1,-1,113,77
1927500,-1,-1,606,842
1927600,-1,-1,750,836
1927870,-1,-1,933,1003
1927960,-1,-1,492,810
1927990,-1,-1,751,684
1928020,-1,-1,436,270
1928050,-1,-1,504,433
1928110,-1,-1,601,361
1928170,-1,-1,486,373
1928200,-1,0,280,63
1928230,-1,-1,624,792
1928560,-1,0,379,352
1928680,-1,0,3528,4196
1928710,-1,-1,608,399
1928980,-1,-1,687,686
1929010,-1,-1,428,743
1929280,-1,-1,465,298
1929310,-1,-1,1837,1513
1929490,-1,0,573,471
1929580,-1,-1,345,931
1929730,-1,0,834,625
1929760,-1,-1,822,725
1930240,-1,0,1768,1733
1930480,1,1,10800,10363
1930510,-1,0,1323,9810
1930540,-1,-1,2254,2123
1930560,-1,-1,722,606
1930630,-1,1,1891,1650
1930720,-1,0,300,346
1930750,-1,-1,872,824
1930780,-1,0,637,949
1930870,-1,-1,458,193
1930900,-1,-1,2028,1461
1930930,-1,1,8106,8893
1930960,-1,-1,451,305
1930990,1,1,1268,1372
1931020,-1,-1,919,959
1931080,-1,-1,845,1052
1931110,-1,-1,728,634
1931290,-1,1,829,802
1931350,-1,-1,2674,3461
1931470,-1,0,832,597
1931620,-1,0,287,211
1931680,-1,0,917,1163
1931800,-1,0,1013,899
1931830,-1,-1,535,457
1931860,-1,-1,1543,1723
1931920,-1,-1,551,501
1931950,-1,-1,676,616
1932010,-1,-1,658,1091
1999017,-1,-1,1051,1112
1999019,-1,-1,604,577
2000001,-1,-1,631,698
2000002,-1,-1,1018,882
2000003,-1,-1,1477,1540
2000004,-1,-1,776,1043
2000006,0,0,1257,932
2000007,-1,-1,659,405
2000012,-1,0,363,451
2000013,-1,-1,124,65
2000014,-1,-1,662,564
2000015,-1,0,2457,2487
2000016,-1,-1,1074,787
2000017,-1,1,1165,1016
2003180,-1,0,1555,1635
2003200,-1,1,5037,6333
2003210,-1,0,764,391
2003240,-1,0,593,446
2003270,-1,0,211,163
2003300,-1,0,1804,1636
2003360,-1,0,2204,5309
2003390,-1,0,1085,859
2003430,-1,0,276,194
2003450,0,1,3247,2903
2003480,-1,0,650,515
2003510,-1,0,276,201
2003540,0,1,1708,1743
2003570,-1,-1,222,186
2003630,-1,0,2176,2207
2003720,-1,-1,1254,1439
2003780,-1,0,1589,2499
2003810,-1,0,961,1034
2003870,-1,-1,906,807
2003900,-1,0,875,620
2003960,-1,-1,596,605
2004020,-1,-1,368,189
2004050,0,1,2056,2644
2004080,-1,0,155,148
2004140,-1,0,401,247
2004170,-1,-1,384,182
2004200,-1,0,2275,2350
2004230,-1,0,386,335
2004260,-1,-1,381,301
2004290,-1,-1,1007,858
2004350,-1,0,314,246
2004380,-1,0,367,258
2004410,-1,1,833,763
2004440,-1,0,477,356
2004470,-1,-1,598,329
2004500,-1,0,205,194
2004560,-1,-1,679,622
2004590,-1,0,2047,1788
2004620,-1,0,1352,1089
2004650,-1,0,210,165
2004670,-1,0,726,806
2004710,-1,-1,856,496
2004740,-1,0,670,910
2004770,-1,-1,281,443
2004790,-1,1,229,129
2004800,-1,1,648,672
2004830,-1,-1,433,392
2004890,-1,-1,1758,1353
2004920,-1,-1,1074,1170
2004950,-1,-1,384,330
2004980,1,1,2583,1777
2005010,-1,0,1381,885
2005040,-1,0,435,344
2005070,-1,0,1421,994
2005100,-1,-1,1389,1094
2005130,-1,-1,510,461
2005190,0,-1,95,66
2005250,-1,-1,591,347
2005280,-1,0,1187,752
2005310,-1,-1,306,249
2005370,-1,-1,325,182
2005400,1,1,434,212
2005460,0,1,6734,7122
2005490,-1,0,2030,7179
2005520,-1,-1,193,149
2005550,-1,0,418,248
2005580,1,0,4935,7252
2005610,-1,0,868,743
2005640,-1,-1,662,609
2005700,-1,-1,857,538
2005730,-1,0,2394,1952
2005760,-1,0,252,121
2005790,0,1,558,447
2005800,-1,0,428,464
2005820,-1,-1,584,497
2005850,-1,-1,408,473
2005870,-1,0,899,639
2005940,0,1,4761,4664
2006000,-1,-1,1203,537
2006060,-1,-1,700,497
2006090,-1,0,976,1727
2006120,-1,0,889,662
2006180,-1,0,2195,1881
2006210,0,1,169,157
2006240,-1,0,576,520
2006270,-1,-1,950,677
2006300,-1,-1,620,947
2006330,0,1,1957,1818
2006360,-1,0,789,853
2006390,1,1,7394,7664
2006420,-1,0,2014,6009
2006450,-1,-1,1112,997
2006480,-1,0,1163,1033
2006510,-1,-1,274,206
2006540,-1,0,2523,5673
2006570,-1,-1,336,274
2006580,0,0,1281,901
2006630,-1,0,183,82
2006660,0,1,3544,2798
2006690,-1,1,371,257
2006720,-1,0,324,247
2006780,-1,0,174,71
2006840,-1,0,790,769
2006870,-1,-1,135,60
2006930,-1,-1,707,511
2006960,-1,0,1216,762
2006990,-1,0,192,71
2007020,-1,0,3570,3165
2007050,-1,1,3843,5646
2007080,-1,0,104,70
2007110,-1,0,603,492
2007170,-1,0,830,802
2007260,-1,0,535,381
2007290,-1,0,712,608
2007320,-1,0,850,791
2007350,0,1,791,1030
2007380,-1,0,1045,1110
2007440,-1,-1,405,302
2007470,0,1,734,586
2007500,-1,0,581,363
2007530,-1,0,497,440
2007560,0,1,1049,1022
2007590,-1,0,627,600
2007620,0,1,5135,4457
2007650,0,0,2401,2137
2007680,0,0,277,221
2007710,-1,-1,487,442
2007740,-1,0,1865,1305
2007750,-1,-1,586,592
2007800,-1,-1,314,292
2007860,1,1,569,453
2007890,1,1,7170,7914
2007950,1,1,21649,21760
2007970,-1,0,1126,1255
2008040,-1,-1,318,223
2008070,-1,-1,1291,939
2008100,-1,1,462,355
2008130,-1,0,383,262
2008190,1,1,670,711
2008220,-1,-1,377,288
2008250,-1,-1,919,953
2008280,0,1,783,657
2008310,-1,0,473,316
2008340,-1,1,1988,2625
2008370,-1,0,1259,949
2008400,0,1,9552,10747
2008430,1,1,4600,3801
2008550,-1,-1,850,500
2008610,0,1,611,412
2008670,-1,-1,400,224
2008700,0,1,188,69
2008730,1,0,4258,5001
2008790,-1,-1,416,360
2008880,-1,-1,289,323
2008910,-1,-1,229,167
2008940,-1,0,308,482
2008970,-1,-1,1208,1790
2009000,-1,-1,519,440
2009030,0,1,905,791
2009060,-1,1,289,248
2009090,-1,-1,320,224
2009140,-1,0,3982,6986
2009180,0,1,6678,6443
2009240,-1,-1,712,521
2009320,0,1,858,837
2009360,-1,0,568,498
2009390,-1,0,2763,2483
2009420,-1,0,429,411
2009450,-1,0,800,492
2009480,-1,-1,299,224
2009510,-1,-1,920,848
2009570,-1,0,735,616
2009600,-1,0,276,244
2009630,0,0,143,160
2009660,-1,-1,387,292
2009720,1,1,231,180
2009780,-1,-1,471,382
2009840,-1,0,1954,1806
2009850,-1,-1,121,117
2009900,-1,0,835,714
2009930,-1,1,360,329
2009960,0,1,3613,3305
2009990,-1,0,1463,1182
2010020,-1,-1,815,667
2010050,-1,0,571,431
2010080,-1,-1,647,347
2010140,-1,1,17163,29411
2010170,-1,-1,460,333
2010230,-1,0,681,685
2010260,-1,-1,1192,1158
2010290,-1,-1,539,287
2010320,-1,-1,839,611
2010350,-1,0,522,329
2010410,-1,0,1420,1089
2010440,-1,0,449,451
2010470,-1,-1,174,94
2010500,-1,0,1947,1974
2010560,0,1,1951,1332
2010590,-1,0,461,278
2010620,-1,0,1092,761
2010650,-1,-1,775,621
2010680,-1,1,1265,2270
2010710,-1,1,2980,3100
2010740,-1,-1,538,345
2010770,-1,-1,438,363
2010800,-1,-1,865,600
2010890,-1,0,1432,1115
2010920,-1,-1,330,244
2010950,-1,-1,381,304
2010980,-1,-1,320,232
2011040,-1,1,183,182
2011080,-1,-1,1583,1858
2011100,-1,0,715,707
2011130,-1,0,793,741
2011190,1,1,218,141
2011220,-1,-1,288,273
2011250,-1,0,1699,1622
2011280,-1,-1,180,143
2011310,-1,0,1288,836
2011370,0,1,7546,6979
2011400,1,1,374,307
2011430,-1,-1,370,411
2011490,-1,0,3536,3849
2011520,-1,0,514,380
2011550,-1,0,412,479
2011610,-1,0,298,202
2011640,-1,1,31901,27324
2011700,-1,-1,692,718
2011760,-1,-1,424,334
2011790,-1,0,254,218
2011820,-1,0,331,356
2011850,-1,0,1310,2790
2011880,-1,0,448,283
2011910,-1,1,482,360
2011970,-1,0,347,215
2012000,-1,1,12749,22673
2012030,-1,-1,567,515
2012060,-1,-1,453,345
2012090,0,0,509,469
2012120,-1,-1,196,256
2012150,0,1,436,547
2012180,0,1,3536,3533
2012210,-1,0,1550,1962
2012260,1,1,14143,13462
2012300,-1,0,1404,1876
2012330,-1,-1,447,363
2012360,0,1,4064,4098
2012390,-1,0,436,323
2012420,1,1,1752,1765
2012450,-1,-1,482,443
2012510,-1,0,2278,2814
2012540,-1,-1,517,394
2012600,-1,-1,357,287
2012630,-1,-1,664,413
2012780,-1,-1,469,447
2012810,-1,-1,616,436
2012840,0,0,2072,1620
2012870,-1,-1,790,803
2012900,-1,-1,131,104
2012990,1,1,48701,49471
2013020,-1,-1,497,472
2013050,0,1,2775,2134
2013110,-1,-1,655,491
2100030,-1,-1,2597,2618
2100070,-1,-1,2821,3067
2100081,-1,-1,5583,4810
2100090,-1,-1,363,367
2100120,-1,-1,3045,3763
2100150,-1,0,3699,3261
2100180,-1,-1,306,286
2100210,-1,0,1448,1379
2100240,-1,-1,671,718
2100270,1,1,1538,2685
2100300,-1,-1,3305,4811
2100330,-1,-1,1864,2069
2100360,-1,0,955,1378
2100390,-1,-1,3599,2839
2100420,-1,0,1042,743
2100480,-1,0,1031,1141
2100510,-1,0,11194,20512
2100540,-1,0,2780,2931
2100570,1,1,3414,4154
2100620,-1,-1,3837,3175
2100630,-1,-1,2590,2726
2100660,-1,-1,1224,1264
2100690,-1,-1,2652,1923
2100720,-1,-1,2754,2800
2100750,-1,-1,9939,13285
2100780,-1,-1,397,516
2100810,-1,-1,2419,2243
2100840,-1,0,2136,2026
2100870,-1,0,3271,3080
2100900,-1,-1,4650,4939
2100930,0,1,1508,1166
2100960,-1,-1,875,767
2100990,-1,0,1843,2096
2101020,-1,-1,5130,4561
2101050,-1,-1,2540,2338
2101110,0,1,992,700
2101150,1,1,9158,8667
2101200,-1,0,5315,5540
2101230,-1,-1,4560,3260
2101260,-1,-1,1594,1711
2101290,-1,-1,347,410
2101320,-1,-1,1977,3005
2101350,0,1,5234,3969
2101380,-1,-1,1591,1368
2101410,-1,-1,1176,915
2101440,1,1,1872,1897
2101470,-1,0,10101,11567
2101500,-1,-1,691,698
2101530,-1,0,1329,1001
2101590,-1,-1,420,493
2101620,-1,-1,1869,1967
2101650,0,1,2063,2406
2101680,-1,-1,1347,1071
2101710,0,0,548,818
2101740,-1,1,2183,2397
2101760,-1,-1,2788,2384
2101800,-1,-1,766,761
2101860,1,1,33039,40226
2101920,-1,-1,2413,2312
2101950,-1,-1,8246,5886
2101980,0,1,909,784
2102010,-1,1,6021,6374
2102040,-1,-1,2370,3108
2102070,1,1,621,398
2102100,1,1,906,602
2102130,-1,0,1168,1670
2102160,-1,-1,2105,2729
2102220,0,1,2234,2353
2102250,-1,-1,3037,3849
2102280,-1,0,4308,4366
2102300,-1,-1,4025,4324
2102340,-1,-1,1762,1620
2102400,-1,-1,3549,2923
2102460,-1,-1,1558,1708
2102490,0,1,13434,14404
2102520,-1,0,897,832
2102540,-1,-1,6066,4063
2102580,-1,-1,3158,2965
2102640,-1,-1,2279,2442
2102670,0,0,1308,1002
2102710,-1,0,7702,7441
2102760,-1,-1,2006,2201
2102790,0,0,869,766
2102860,-1,0,7547,6847
2102910,-1,-1,388,352
2102940,-1,-1,2453,2297
2102990,1,1,93407,96561
2103000,-1,-1,803,469
2103030,-1,0,6108,8119
2103060,-1,-1,4019,3562
2103090,-1,0,11977,14351
2103120,-1,-1,3446,2376
2103150,-1,-1,4821,4360
2103180,-1,0,2289,2321
2103210,-1,-1,8538,9201
2103240,-1,-1,2746,2574
2103270,-1,-1,1494,950
2103330,-1,-1,2698,1778
2103360,-1,-1,4531,3145
2103390,-1,-1,2514,2290
2103480,-1,-1,3887,3769
2103510,-1,-1,1499,1239
2103540,-1,-1,3156,3634
2103630,-1,-1,1069,830
2103690,-1,0,973,927
2103720,-1,0,8558,11855
2103750,-1,-1,2909,2167
2103780,-1,0,2915,3256
2103810,-1,-1,5081,4893
2103840,-1,-1,2962,2013
2103870,0,0,2814,2823
2103900,1,1,1418,1905
2103960,-1,0,6864,6973
2103990,-1,-1,3511,2909
2104020,-1,-1,1718,1620
2104050,-1,-1,4175,4933
2104080,-1,-1,1003,1027
2104110,-1,0,2069,2798
2104140,-1,-1,1626,1657
2104170,-1,0,1831,1285
2104200,-1,0,2101,1838
2104250,-1,-1,3678,4822
2104290,-1,-1,2414,2016
2104380,0,0,1345,1692
2104410,-1,-1,4254,4662
2104440,-1,1,3155,1658
2104470,-1,-1,1292,1194
2104500,-1,0,4041,4312
2104530,-1,0,7395,12423
2104560,-1,-1,1853,1904
2104590,0,1,4546,5008
2104620,-1,-1,1003,776
2104650,1,1,3365,3191
2104680,-1,-1,932,816
2104710,1,1,835,702
2104740,-1,-1,2697,2426
2104770,-1,-1,5437,4099
2104800,-1,-1,12608,8729
2104830,-1,-1,1353,1235
2104860,-1,-1,593,545
2104890,-1,-1,2643,2444
2104950,-1,-1,7053,8441
2104980,-1,-1,953,1014
2105040,-1,-1,366,405
2105070,-1,-1,2922,2860
2105100,-1,-1,3124,3258
2105130,-1,-1,2361,2275
2105160,-1,0,2799,3074
2105190,1,1,1500,1045
2105220,-1,-1,399,415
2105260,-1,0,4982,9111
2105320,0,1,4619,7108
2105370,-1,-1,283,178
2105400,0,0,2880,3012
2105430,-1,0,1808,1659
2105460,-1,1,206,191
2105490,-1,-1,1560,2947
2105520,-1,-1,2505,2607
2105550,0,0,1916,2066
2105580,0,0,1857,2032
2105610,-1,-1,1289,1290
2105640,0,0,2814,2200
2105700,-1,-1,949,1696
2105730,-1,1,10197,15101
2105760,0,0,1776,1692
2105790,-1,0,2751,3270
2105820,-1,0,2120,2325
2105850,-1,-1,198,139
2105880,-1,-1,4127,4410
2105910,-1,-1,932,819
2105940,-1,-1,668,929
2105970,-1,-1,1380,1268
2106000,-1,0,3864,4087
2200030,1,1,10902,9839
2200060,1,1,4568,4279
2200090,1,1,13986,21942
2200120,1,1,5045,3589
2200150,1,1,7766,5131
2200180,0,0,6557,5952
2200210,1,1,3215,2262
2200240,1,0,3489,1465
2200270,1,1,18536,22234
2200300,1,1,49603,38101
2200330,1,1,34487,32366
2200360,0,0,2077,1562
2200390,-1,0,2069,1348
2200420,1,1,2399,1330
2200450,1,1,3024,1709
2200480,1,1,4337,3413
2200510,1,1,5492,5121
2200540,1,0,61417,37720
2200570,0,-1,2139,1049
2200600,1,1,3289,1673
2200630,1,1,7188,5974
2200660,1,1,4671,3094
2200690,0,0,3774,3036
2200720,1,1,15843,13471
2200750,1,1,5452,4977
2200780,1,1,3060,2203
2200810,1,1,6816,5903
2200840,1,1,56754,45547
2200870,1,1,30744,28985
2200900,1,1,16461,13688
2200960,0,0,2949,2595
2200990,1,1,7189,5694
2201020,-1,0,17982,25150
2201050,0,-1,3290,1326
2201080,0,0,10784,8154
2201110,1,0,6129,3166
2201140,1,1,7692,6337
2201170,0,-1,85979,3203
2201200,0,1,18101,19420
2201230,1,1,5190,4059
2201260,1,1,3731,2989
2201290,1,1,24740,23447
2201320,1,1,2067,1484
2201350,1,1,4427,2578
2201380,1,1,4675,4402
2201410,0,1,9511,7535
2201440,1,1,9656,9319
2201470,0,-1,1706,1220
2201500,1,1,4514,3762
2201530,1,0,7105,5981
2201560,1,1,17585,13886
2201590,1,1,9133,8159
2201620,1,1,11905,8707
2201650,0,1,31272,38270
2201680,1,1,18009,19333
2201710,0,0,1583,592
2201740,1,1,22089,17881
2201770,1,1,3940,1732
2201800,0,1,9807,9620
2201830,1,1,11576,8882
2201860,1,1,5349,5261
2201890,1,1,8573,6306
2201920,1,1,4075,3886
2201950,0,0,2740,2101
2201980,1,1,2220,2171
2202010,1,1,3324,2393
2300008,-1,-1,70,72
2300009,-1,-1,17,14
2302220,-1,-1,252,240
2302280,-1,-1,75,47
2302500,-1,-1,63,33
2302510,-1,-1,166,134
2302610,-1,0,4419,3641
2302640,-1,-1,2997,2226
2302730,-1,-1,520,301
2302820,-1,0,4302,3743
2302850,-1,0,518,376
2302950,-1,-1,106,59
2303150,-1,0,2825,2410
2303210,-1,-1,276,259
2303290,-1,-1,813,524
2303510,-1,-1,1879,1679
2303600,-1,-1,287,171
2303610,-1,0,90,58
2303640,-1,-1,82,56
2303780,-1,0,3018,2320
2303870,-1,0,897,561
2303930,-1,-1,1710,1602
2304080,-1,-1,71,62
2304110,-1,-1,41,36
2304160,-1,0,45,42
2304620,-1,-1,26,11
2304860,-1,-1,140,140
2304890,-1,-1,204,193
2304895,-1,-1,549,324
2305280,-1,-1,571,267
2305310,-1,-1,289,208
2305360,-1,0,392,173
2305380,-1,-1,43,33
2305400,-1,-1,81,76
2305500,-1,-1,1240,1267
2305670,-1,-1,1317,2120
2305970,-1,-1,101,73
2306000,-1,-1,497,414
2306060,-1,-1,2362,2727
2306160,-1,-1,439,440
2306180,-1,-1,267,142
2306250,-1,-1,383,203
2306260,-1,-1,246,212
2306330,-1,-1,100,54
2306510,-1,-1,994,1208
2306610,-1,-1,149,176
2306780,-1,-1,14,5
2306810,-1,0,124,87
2306870,-1,-1,284,173
2306900,-1,-1,93,55
2307100,-1,-1,181,129
2307140,-1,0,1243,1028
2307250,-1,-1,187,128
2307320,-1,1,4861,5499
2307450,-1,-1,246,209
2307530,-1,-1,1687,1289
2307590,-1,-1,8,3
2307710,-1,-1,598,501
2307800,-1,-1,898,441
2308160,-1,-1,301,106
2308250,-1,-1,465,304
2308280,-1,-1,1243,506
2308400,-1,-1,133,69
2308490,-1,-1,254,181
2308500,-1,-1,530,531
2308700,-1,-1,123,57
2308940,-1,-1,220,150
2309330,-1,-1,408,405
2309390,-1,-1,117,90
2309560,-1,-1,96,77
2309630,-1,-1,145,71
2309650,0,0,105,119
2309930,0,1,8238,6746
2309990,-1,0,199,131
2310380,-1,-1,1859,1730
2310500,-1,-1,3937,3157
2310530,-1,-1,2317,2969
2310590,-1,-1,2692,2062
2310620,-1,-1,234,171
2310650,-1,-1,430,204
2310680,-1,-1,203,146
2310710,-1,-1,2228,1978
2310770,-1,-1,3777,3416
2310830,-1,-1,345,77
2310860,-1,-1,2327,1744
2310890,-1,-1,748,519
2310980,-1,-1,597,640
2311010,-1,-1,594,306
2311100,-1,-1,1435,889
2311130,-1,-1,1446,735
2311160,-1,0,1621,1359
2311220,-1,-1,298,199
2311250,-1,-1,863,499
2311280,-1,-1,453,282
2311310,-1,-1,441,236
2311370,-1,-1,2587,2239
2311430,-1,0,1048,644
2311520,-1,-1,1732,1354
2311550,-1,-1,2443,1831
2311580,-1,-1,1053,705
2311610,-1,-1,574,423
2311670,-1,-1,1032,696
2311700,-1,-1,492,348
2311730,-1,-1,1008,543
2311790,-1,-1,4614,3590
2311820,-1,-1,77,61
2311850,-1,-1,166,170
2311910,-1,-1,54,38
2312100,-1,0,296,107
2312140,-1,-1,120,88
2312300,-1,-1,62,53
2312330,-1,0,3454,3035
2312360,-1,-1,41,30
2312390,-1,-1,281,146
2312750,-1,-1,157,122
2312960,-1,-1,171,126
2312980,-1,0,157,123
2313110,-1,-1,523,403
2313140,-1,0,200,131
2313350,-1,0,2258,1766
2313490,-1,-1,1523,1315
2313500,-1,-1,16,8
2313530,-1,-1,154,140
2313560,-1,1,2790,2512
2313860,-1,-1,1524,1202
2313970,-1,-1,1207,905
2313980,-1,-1,1176,534
2314010,-1,-1,223,127
2314100,-1,0,1488,1606
2314130,-1,-1,1885,1753
2314160,-1,-1,2266,1970
2314190,-1,-1,1279,1010
2314210,-1,-1,2350,1805
2314240,-1,-1,1813,2018
2314300,-1,-1,1056,700
2314330,-1,-1,2848,2131
2314410,-1,-1,9,3
2314440,-1,-1,1383,1072
2314470,-1,-1,701,532
2314530,-1,-1,1332,915
2314560,-1,-1,1114,633
2314590,-1,-1,3212,2514
2314610,-1,-1,839,702
2314670,-1,-1,3317,3058
2314700,-1,-1,3247,2974
2314761,-1,-1,1014,712
2314762,-1,-1,822,456
2314765,-1,-1,925,727
2314767,-1,-1,1077,668
2314768,-1,-1,3377,2428
2400030,-1,0,11303,8428
2400060,0,1,70588,79278
2400090,0,0,113428,60031
2400120,1,1,99231,108292
2400150,0,1,12819,15893
2400180,0,1,5290,5705
2400210,-1,0,24515,25080
2400240,-1,0,14258,15633
2400270,1,1,20419,26343
2400300,1,1,5165,4816
2400330,0,1,31655,40318
2400360,-1,-1,5104,3833
2400390,0,1,35956,36234
2400420,0,1,36125,55385
2400450,1,1,2794,2001
2400480,1,1,117082,158363
2400510,1,1,118478,123370
2400540,0,0,6020,7751
2400570,1,1,3339,2958
2400600,0,1,13428,17687
2400630,1,1,4340,4593
2400660,-1,1,19510,21867
2400690,1,1,13652,14830
2400720,1,1,6439,6615
2500001,-1,-1,2734,2248
2500002,-1,0,2307,1394
2500013,-1,-1,1820,1549
2500014,-1,-1,187,140
2500043,-1,0,453,393
2501650,-1,0,2228,1916
2501710,-1,1,1920,5588
2501740,-1,-1,1035,955
2501780,-1,-1,1994,1317
2501800,-1,0,4179,3918
2501860,-1,0,2709,2150
2501890,1,1,1842,1148
2501920,1,1,1722,1358
2501950,-1,1,5290,6008
2501980,0,1,3965,5524
2502040,-1,-1,2401,2340
2502100,-1,1,1729,2701
2502160,-1,0,2340,1466
2502190,0,1,6263,5846
2502220,-1,0,2310,2523
2502250,0,1,795,713
2502310,0,1,6812,4948
2502400,0,1,1825,2608
2502430,-1,0,2195,2354
2502460,-1,0,2524,2223
2502490,0,1,3293,4466
2502520,-1,-1,775,929
2502530,-1,0,1795,1286
2502550,-1,0,208,190
