id,diverse_1994,diverse_2016,total_1994,total_2016
2928770,-1,0,55,27
2928800,-1,-1,663,746
2928860,-1,0,24770,25767
2928920,-1,1,6397,4959
2928950,-1,0,16449,17975
2929100,-1,-1,2153,2182
2929130,-1,-1,301,274
2929170,-1,-1,2003,2226
2929250,-1,-1,1567,1838
2929280,0,0,40869,23178
2929340,-1,-1,417,351
2929370,-1,-1,2164,1856
2929430,-1,-1,980,970
2929490,-1,-1,262,218
2929520,-1,-1,876,942
2929580,-1,-1,535,438
2929610,-1,-1,535,703
2929640,-1,-1,957,1240
2929670,-1,-1,115,117
2929700,-1,-1,373,450
2929730,-1,-1,149,117
2929760,-1,-1,2002,2218
2929810,-1,-1,642,420
2929820,-1,-1,332,303
2929850,-1,-1,73,71
2929880,-1,-1,504,432
2929910,-1,-1,165,162
2929940,-1,-1,456,311
2930270,-1,-1,572,712
2930300,-1,-1,203,160
2930330,-1,-1,626,650
2930360,-1,-1,1319,1232
2930390,-1,-1,220,196
2930420,-1,0,1369,1382
2930450,-1,0,3456,6218
2930510,-1,-1,269,184
2930520,-1,-1,1133,952
2930570,-1,-1,2959,3147
2930600,-1,-1,221,135
2930660,0,0,4571,2846
2930690,1,1,799,931
2930720,-1,-1,559,411
2930750,-1,-1,612,523
2930780,0,0,723,580
2930810,-1,0,323,412
2930840,-1,-1,1474,1361
2930870,-1,-1,588,508
2930900,-1,-1,399,270
2930990,-1,-1,341,280
2931020,0,0,2998,3360
2931050,-1,0,2349,3219
2931070,-1,-1,1268,1247
2931110,-1,-1,3552,4046
2931140,-1,-1,586,791
2931230,-1,-1,184,191
2931440,1,1,4644,6043
2931460,-1,-1,407,319
2931500,-1,0,3149,4379
2931530,1,0,4478,4619
2931560,-1,-1,435,423
2931620,-1,-1,514,385
2931650,0,0,4839,16375
2931680,-1,-1,2587,2549
2931710,-1,-1,761,632
2931800,-1,-1,584,426
2931830,-1,-1,829,804
2931860,-1,-1,791,600
2931890,1,0,155,144
2931920,-1,-1,314,305
2931950,-1,0,453,435
2932010,-1,0,2694,4526
2932070,-1,-1,1261,1350
2932100,-1,-1,2904,3068
2932110,-1,-1,779,704
2932190,-1,-1,1373,1540
2932220,-1,-1,522,473
2932250,-1,-1,183,188
2932300,-1,-1,466,317
2932310,-1,0,1114,1612
2932490,-1,-1,283,245
3000002,-1,-1,502,538
3000003,1,1,759,542
3000004,-1,-1,17,18
3000005,-1,0,5589,5210
3000006,-1,0,241,137
3000007,-1,-1,8,3
3000008,1,-1,119,66
3000090,-1,-1,179,106
3000093,-1,-1,70,53
3000094,0,-1,53,67
3000095,-1,-1,118,133
3000099,-1,-1,81,186
3000932,-1,-1,241,144
3000933,-1,-1,98,66
3001710,-1,-1,274,147
3001740,-1,-1,141,85
3001860,-1,0,87,135
3001950,-1,-1,12,4
3001980,-1,-1,80,137
3002010,-1,-1,1210,740
3002030,-1,-1,524,327
3002070,-1,-1,162,220
3002220,1,1,314,323
3002250,1,1,133,132
3002300,-1,-1,75,46
3002430,-1,-1,104,73
3002450,-1,0,49,26
3002490,-1,-1,31,10
3002550,-1,-1,42,24
3002570,-1,-1,16,5
3002640,-1,0,117,164
3002730,-1,-1,183,487
3002820,-1,1,32,17
3002850,-1,-1,173,232
3003000,-1,0,15,4
3003090,-1,-1,497,326
3003270,-1,-1,117,61
3003290,-1,0,1373,2407
3003330,-1,0,531,860
3003420,-1,-1,233,247
3003450,-1,-1,131,86
3003480,-1,-1,10,10
3003600,-1,-1,22,4
3003660,-1,-1,10,5
3003750,-1,0,89,173
3003800,-1,-1,334,319
3003820,-1,-1,550,582
3003840,-1,-1,354,299
3003870,0,1,10980,11553
3003900,-1,0,5078,5271
3003990,0,0,12,11
3004050,-1,1,5,5
3004230,-1,0,112,197
3004260,-1,0,414,366
3004380,0,0,275,167
3004440,-1,-1,245,328
3004500,-1,-1,56,129
3004560,-1,0,3471,4649
3004590,-1,0,1611,2106
3004800,-1,0,212,204
3004860,-1,0,139,86
3004890,-1,-1,64,94
3004920,-1,-1,37,45
3004980,-1,0,791,670
3005010,-1,-1,111,132
3005040,-1,-1,38,51
3005130,-1,1,12,11
3005140,-1,-1,1637,1462
3005190,-1,-1,464,583
3005280,-1,0,3984,2981
3005310,-1,0,1687,1199
3005330,-1,0,75,32
3005460,-1,-1,225,231
3005550,-1,-1,49,46
3005610,-1,-1,50,35
3005760,-1,0,7,7
3005850,-1,1,171,158
3005880,-1,-1,277,192
3005910,-1,-1,146,106
3005990,-1,-1,238,240
3006030,-1,0,16,18
3006110,1,1,655,489
3006112,0,1,227,188
3006115,0,1,98,84
3006260,-1,0,323,262
3006270,-1,0,188,115
3006320,-1,0,349,229
3006330,-1,0,160,124
3006790,-1,-1,199,151
3006810,-1,0,124,71
3006840,-1,-1,374,298
3006870,-1,0,252,203
3007030,-1,-1,22,17
3007050,1,1,744,413
3007080,0,1,421,192
3007110,-1,0,1730,1451
3007140,-1,-1,829,643
3007190,-1,0,406,503
3007200,-1,0,172,198
3007320,-1,-1,228,147
3007330,-1,0,575,367
3007350,-1,-1,15,4
3007410,-1,0,1131,1333
3007500,-1,0,15,15
3007710,-1,-1,96,96
3007830,0,1,220,207
3007860,0,1,83,67
3007930,-1,-1,724,537
3007980,-1,0,46,64
3008010,-1,-1,10,4
3008040,1,1,6,2
3008130,-1,-1,89,77
3008190,0,1,300,157
3008280,-1,-1,650,362
3008310,-1,0,15,11
3008340,-1,-1,535,375
3008400,-1,-1,10,12
3008470,-1,-1,14,21
3008670,-1,0,709,420
3008700,-1,-1,99,141
3008730,-1,-1,11,15
3008850,-1,0,63,24
3008860,0,1,113,26
3008880,-1,1,125,110
3008910,-1,0,1013,716
3009000,-1,-1,15,9
3009030,1,1,58,47
3009120,1,0,43,87
3009180,-1,0,133,97
3009210,-1,-1,98,72
3009330,-1,-1,22,20
3009510,1,0,79,60
3009560,-1,0,1087,1197
3009670,-1,-1,110,81
3009720,-1,0,239,549
3009780,-1,-1,30,12
3009840,-1,0,138,310
3009930,-1,-1,376,390
3010080,-1,0,537,443
3010140,-1,-1,210,197
3010170,-1,-1,122,109
3010210,0,0,202,184
3010230,-1,-1,158,174
3010290,-1,-1,134,114
3010530,-1,-1,490,352
3010800,-1,-1,27,8
3010820,-1,-1,22,7
3010920,-1,0,746,704
3010950,-1,0,113,80
3011100,-1,-1,859,819
3011160,-1,-1,450,251
3011190,-1,0,222,118
3011240,-1,-1,365,205
3011260,-1,0,161,79
3011340,-1,-1,84,85
3011420,-1,-1,124,103
3011460,-1,-1,37,46
3011520,-1,0,1035,1300
3011550,1,0,84,94
3011580,0,1,40,26
3011650,-1,0,60,117
3011670,1,1,141,147
3011730,-1,-1,21,4
3011790,-1,-1,158,148
3011820,-1,0,213,114
3011850,-1,-1,76,83
3011880,-1,-1,106,33
3011990,-1,-1,3,3
3012060,-1,-1,10,3
3012210,-1,-1,48,81
3012270,-1,-1,94,33
3012300,-1,-1,31,22
3012350,-1,-1,6,17
3012420,-1,0,1003,842
3012510,-1,-1,1139,857
3012570,0,-1,14,6
3012600,-1,-1,51,36
3012840,-1,-1,284,151
3012900,-1,-1,38,3
3012960,-1,-1,94,44
3012990,-1,0,45,20
3013040,0,1,9457,7306
3013050,-1,0,3736,2944
3013110,-1,-1,69,82
3013140,-1,0,38,7
3013200,-1,-1,33,26
3013260,-1,0,1496,1482
3013280,-1,-1,15,10
3013310,1,0,1304,1451
3013340,1,1,414,486
3013360,-1,-1,71,45
3013395,0,-1,493,453
3013400,0,0,144,144
3013440,-1,-1,195,208
3013470,-1,-1,110,64
3013530,-1,-1,45,67
3013560,0,1,1693,1295
3013590,0,1,810,550
3013660,-1,-1,289,242
3013800,-1,-1,213,249
3013830,-1,0,2950,2894
3013860,-1,0,1151,1471
3013890,-1,-1,25,15
3014070,-1,0,42,90
3014150,-1,0,25,19
3014340,-1,0,78,53
3014370,-1,0,30,19
3014430,-1,-1,162,97
3014640,0,1,68,230
3014700,-1,0,241,819
3014760,-1,0,59,57
3014820,-1,-1,192,295
3015060,-1,-1,23,4
3015120,-1,-1,290,233
3015200,-1,-1,211,233
3015260,-1,-1,132,118
3015340,-1,-1,113,93
3015360,-1,0,97,28
3015390,-1,-1,43,11
3015420,-1,-1,2179,2837
3015450,-1,0,2554,3070
3015510,-1,-1,2,9
3015570,-1,-1,144,170
3015610,-1,0,5,8
3015640,-1,0,39,34
3015690,-1,-1,7,11
3015900,-1,0,21,53
3015930,-1,-1,23,4
3015990,-1,0,88,84
3016020,-1,0,36,42
3016050,-1,-1,544,426
3016110,-1,-1,36,70
3016200,-1,0,1269,1476
3016230,-1,-1,640,652
3016290,-1,0,125,74
3016490,-1,-1,1166,836
3016530,-1,0,2195,1179
3016710,-1,-1,132,72
3016770,-1,-1,302,285
3016810,-1,0,234,121
3016880,-1,0,1234,1022
3016950,-1,0,1248,1127
3017010,-1,-1,439,229
3017040,-1,-1,176,120
3017130,-1,-1,663,535
3017190,-1,0,168,230
3017340,-1,-1,43,40
3017370,-1,-1,18,30
3017460,-1,0,33,24
3017520,-1,-1,17,4
3017580,0,0,237,508
3017610,-1,-1,392,437
3017640,-1,-1,204,239
3017700,-1,0,113,111
3018060,-1,-1,13,7
3018170,-1,0,81,104
3018210,-1,-1,26,4
3018240,-1,-1,77,54
3018270,-1,-1,51,29
3018290,-1,-1,22,27
3018410,-1,-1,1396,1047
3018540,-1,0,3743,3662
3018570,-1,0,6062,5312
3018660,-1,-1,6,5
3018750,-1,-1,232,495
3018780,-1,-1,292,483
3018870,-1,-1,88,57
3018900,-1,-1,42,32
3018960,1,0,44,51
3019170,0,1,191,97
3019310,-1,-1,10,10
3019500,-1,0,118,72
3019530,-1,-1,7,7
3019740,-1,-1,101,38
3019950,-1,1,35,6
3020040,-1,-1,210,221
3020070,-1,-1,105,99
3020100,-1,-1,567,462
3020170,-1,-1,9,8
3020240,-1,-1,17,19
3020670,-1,-1,35,26
3020690,-1,-1,9,11
3020790,-1,0,72,56
3020820,-1,0,363,312
3020850,-1,0,188,113
3020880,-1,-1,6,4
3020960,-1,0,533,357
3021000,-1,-1,142,86
3021030,-1,-1,15,5
3021060,1,1,1175,1151
3021090,0,1,499,475
3021150,-1,-1,17,22
3021240,-1,-1,784,682
3021270,0,-1,200,221
3021330,-1,-1,116,94
3021450,-1,0,298,200
3021480,-1,-1,12,16
3021510,-1,-1,91,71
3021540,-1,0,60,35
3021720,-1,-1,45,39
3021850,-1,-1,165,155
3021870,-1,-1,57,35
3021900,-1,-1,36,17
3021960,-1,-1,70,73
3022080,-1,0,386,329
3022110,-1,-1,213,160
3022230,-1,-1,59,49
3022260,-1,0,41,23
3022290,-1,-1,18,23
3022370,-1,-1,54,42
3022410,-1,-1,43,26
3022710,-1,0,160,104
3022750,-1,0,386,399
3022790,1,1,1206,1068
3022800,1,1,409,341
3022920,-1,0,35,42
3023040,-1,0,498,405
3023070,-1,0,236,178
3023160,0,-1,68,31
3023340,-1,0,90,57
3023370,-1,-1,82,36
3023400,-1,-1,50,12
3023520,-1,0,135,73
3023550,-1,-1,53,32
3023670,-1,0,345,285
3023730,-1,0,268,174
3023900,-1,0,537,300
3023910,-1,-1,245,118
3023940,-1,0,572,569
3023970,-1,-1,285,250
3024150,-1,0,226,125
3024180,-1,0,92,49
3024200,-1,0,1072,964
3024230,-1,0,551,364
3024300,-1,0,256,183
3024330,-1,-1,167,90
3024690,-1,-1,5,7
3024810,-1,0,11,16
3024930,-1,-1,73,173
3024990,-1,-1,193,105
3025020,-1,-1,891,631
3025050,-1,0,467,356
3025130,-1,-1,250,188
3025140,-1,-1,97,74
3025320,-1,0,345,166
3025380,-1,0,13,9
3025470,-1,0,138,266
3025500,-1,-1,184,164
3025530,-1,-1,99,29
3025560,-1,-1,178,165
3025890,-1,0,510,581
3025950,-1,0,254,137
3026070,-1,0,432,275
3026100,-1,0,239,164
3026160,-1,-1,325,453
3026190,-1,-1,123,177
3026400,-1,-1,12,11
3026460,-1,1,85,20
3026490,-1,-1,23,12
3026520,-1,0,112,45
3026550,-1,-1,409,244
3026580,-1,0,248,117
3026640,-1,-1,52,61
3026670,-1,-1,39,16
3026730,-1,-1,238,219
3026880,-1,-1,139,106
3027060,0,1,201,96
3027090,0,1,92,48
3027150,-1,0,27,32
3027270,-1,0,362,296
3027340,0,-1,16,28
3027570,-1,-1,293,592
3027630,-1,1,253,266
3027730,-1,-1,32,62
3027740,-1,-1,1384,1227
3027790,-1,-1,606,482
3027810,-1,-1,397,259
3027840,-1,0,180,122
3027930,-1,0,38,46
3028020,-1,0,251,155
3028140,-1,-1,42,44
3028170,-1,-1,20,4
3028380,-1,-1,174,101
3028470,-1,-1,118,90
3028500,-1,1,44,13
3028550,-1,-1,16,13
3028590,1,1,796,577
3028620,1,1,294,224
3028650,-1,-1,60,31
3028770,-1,0,95,230
3028800,-1,-1,47,106
3028830,-1,-1,27,4
3028860,0,0,43,39
3028910,-1,1,79,23
3028911,-1,-1,102,122
3100002,-1,0,283,633
3100003,-1,-1,331,303
3100004,-1,-1,475,460
3100006,-1,1,632,765
3100008,-1,0,529,461
3100010,-1,-1,321,265
3100011,-1,0,946,861
3100012,-1,-1,261,228
3100015,-1,-1,388,356
3100016,0,1,7305,9905
3100018,-1,-1,335,236
3100020,-1,0,248,146
3100021,-1,-1,1650,2026
3100022,0,0,4575,4227
3100023,-1,0,174,270
3100024,-1,-1,361,357
3100025,-1,0,530,364
3100029,-1,-1,607,438
3100034,-1,-1,836,889
3100041,-1,-1,470,411
3100046,1,1,178,79
3100051,1,1,41,33
3100065,-1,-1,364,295
3100066,-1,-1,259,244
3100067,-1,0,204,160
3100070,-1,-1,217,384
3100071,-1,-1,740,548
3100072,-1,-1,244,205
3100073,-1,-1,250,159
3100076,-1,0,405,216
3100077,-1,0,402,316
3100080,-1,-1,387,322
3100082,-1,-1,207,179
3100085,-1,-1,611,689
3100088,-1,-1,1418,2321
3100089,-1,-1,245,286
3100090,0,0,549,425
3100091,-1,-1,437,310
3100095,-1,1,1387,1940
3100096,-1,0,325,256
3100097,1,1,610,383
3100098,0,1,2140,1982
3100099,-1,-1,709,447
3100105,0,0,595,467
3100109,-1,0,619,407
3101992,-1,-1,381,442
3102770,-1,-1,412,913
3102790,-1,-1,577,462
3102820,-1,-1,640,598
3102880,-1,-1,212,183
3102910,0,1,2344,1465
3103060,-1,-1,251,175
3103090,-1,-1,345,346
3103120,-1,0,135,132
3103130,-1,-1,563,651
3103210,-1,-1,54,114
3103330,-1,-1,1045,866
3103360,-1,0,1283,1251
3103420,-1,-1,292,258
3103440,-1,1,261,275
3103540,-1,-1,440,431
3103600,-1,-1,2331,2130
3103810,0,1,8510,10028
3103990,-1,0,489,2367
3104020,-1,-1,329,274
3104100,-1,0,2139,2326
3104140,-1,0,435,257
3104200,-1,-1,383,320
3104290,-1,-1,169,174
3104640,-1,-1,217,350
3104870,-1,0,324,356
3104920,-1,-1,820,712
3104950,-1,-1,709,622
3104980,-1,0,1018,906
3105010,-1,-1,209,112
3105160,-1,-1,189,201
3105280,-1,0,162,175
3105340,-1,1,3573,3891
3105460,-1,0,1022,965
3105520,-1,-1,284,229
3105550,-1,0,412,304
3105630,-1,-1,442,320
3105910,-1,-1,275,255
3105970,-1,-1,570,389
3109120,-1,0,166,94
3119560,-1,-1,428,548
3162950,-1,-1,629,488
3169840,-1,1,253,170
3170020,-1,0,138,106
3170050,-1,-1,206,170
3170110,-1,0,2256,8685
3170140,-1,-1,315,361
3170220,-1,0,232,230
3170440,-1,0,1080,906
3170530,-1,0,1042,875
3170650,-1,-1,570,706
3170710,-1,1,4462,4747
3170800,-1,0,104,280
3170980,-1,1,577,620
3171010,-1,-1,149,186
3171100,-1,-1,795,919
3171220,-1,-1,1101,4688
3171370,-1,-1,201,173
3171520,-1,-1,436,370
3171550,-1,1,343,285
3171580,-1,1,3384,3707
3171610,-1,0,217,186
3171730,-1,-1,476,418
3171820,-1,0,540,544
3171940,-1,0,1160,1134
3172000,-1,1,435,394
3172150,-1,-1,223,267
3172210,-1,-1,123,147
3172335,-1,-1,282,341
3172390,-1,0,4627,5604
3172420,-1,-1,259,280
3172480,-1,-1,71,82
3172570,-1,0,743,467
3172720,-1,0,333,227
3172780,-1,-1,222,217
3172810,1,1,2242,3054
3172840,0,1,30352,40109
3172910,-1,-1,153,101
3172990,-1,0,185,218
3173050,-1,-1,450,642
3173090,-1,-1,498,365
3173120,-1,0,144,66
3173170,-1,-1,118,51
3173210,-1,0,480,269
3173230,0,1,625,517
3173290,-1,-1,394,535
3173440,-1,-1,222,168
3173470,-1,-1,1602,1415
3173500,-1,-1,164,282
3173560,-1,-1,36,81
3173590,-1,-1,245,250
3173600,-1,0,274,220
3173660,-1,0,202,236
3173710,-1,-1,637,747
3173740,-1,0,17877,23980
3173800,1,1,234,212
3173830,-1,0,828,812
3173890,0,1,640,653
3174040,-1,-1,247,161
3174160,-1,0,1444,1463
3174200,-1,-1,646,698
3174220,-1,-1,572,403
3174340,-1,0,351,198
3174370,1,1,152,225
3174430,-1,1,4421,4322
3174580,-1,0,649,1475
3174640,-1,0,447,435
3174760,-1,0,1299,869
3174820,1,1,43577,52193
3174850,-1,0,879,805
3174940,-1,-1,623,619
3175000,-1,-1,300,269
3175030,-1,-1,267,201
3175060,-1,0,295,327
3175210,-1,-1,483,500
3175270,-1,0,6914,11744
3175330,-1,-1,306,300
3175360,-1,0,242,223
3175390,-1,0,444,382
3175510,-1,-1,744,641
3175570,-1,-1,488,315
3175630,-1,0,1353,1162
3175660,-1,-1,1513,1717
3175690,-1,-1,260,264
3175770,-1,-1,398,458
3175810,-1,-1,218,169
3175900,-1,1,3180,3363
3175930,-1,-1,499,251
3175960,-1,-1,501,462
3175990,-1,0,309,229
3176170,-1,-1,138,236
3176380,-1,-1,174,99
3176400,-1,0,124,192
3176410,-1,0,238,201
3176450,0,0,393,2044
3176470,1,1,3051,3438
3176560,-1,-1,1483,1426
3176590,-1,0,298,393
3176620,0,0,362,291
3176650,-1,-1,182,156
3176710,-1,0,1402,1377
3176800,-1,-1,53,109
3176860,1,1,2902,3883
3176980,-1,0,232,166
3177100,-1,-1,204,189
3177180,-1,-1,525,413
3177190,-1,-1,239,196
3177340,-1,0,205,203
3177520,-1,0,385,434
3177550,-1,-1,598,746
3177730,-1,-1,72,112
3178020,-1,0,266,574
3178210,-1,-1,781,1024
3178240,-1,1,396,485
3178260,-1,0,191,207
3178300,0,-1,325,373
3178450,-1,-1,247,250
3178520,-1,0,906,912
3178540,-1,-1,406,323
3178660,-1,1,4816,5999
3178670,-1,-1,165,101
3178720,-1,0,580,582
3178810,-1,0,358,593
3178840,-1,0,348,213
3178940,-1,1,279,546
3178990,-1,-1,207,168
3179050,-1,0,1384,1346
3179080,-1,-1,497,483
3200030,0,1,4350,3196
3200060,1,1,156333,318418
3200090,0,1,7031,5792
3200120,1,1,9486,9715
3200150,0,1,117,75
3200180,0,0,274,276
3200210,1,1,3702,3398
3200240,0,1,1523,1004
3200270,-1,0,1128,882
3200300,0,1,5134,8337
3200330,1,1,1192,518
3200360,0,1,4170,4887
3200390,0,1,7369,7572
3200420,1,1,886,627
3200450,-1,0,501,425
3200480,0,1,45752,63324
3200510,0,1,1784,1326
3300003,-1,-1,480,673
3300616,-1,-1,611,520
3301380,-1,0,617,352
3301440,-1,-1,611,471
3301470,-1,-1,1348,1284
3301500,-1,-1,224,244
3301560,-1,-1,238,163
3301590,-1,-1,594,601
3301620,-1,-1,508,470
3301650,-1,-1,790,934
3301680,-1,-1,320,181
3301710,-1,-1,75,77
3301740,-1,0,2015,4501
3301860,-1,-1,1681,1175
3301890,-1,0,256,167
3301950,-1,-1,1043,1605
3302010,-1,-1,195,317
3302070,-1,-1,326,554
3302100,-1,-1,391,307
3302130,-1,-1,441,322
3302250,-1,-1,369,524
3302280,-1,-1,467,294
3302310,-1,0,254,209
3302340,-1,-1,2332,1780
3302400,-1,-1,594,347
3302460,-1,0,5393,4624
3302480,-1,-1,2955,2188
3302490,-1,-1,2065,1777
3302520,-1,-1,238,85
3302550,-1,-1,26,25
3302580,-1,-1,483,517
3302610,-1,0,4113,3405
3302640,-1,0,3299,3984
3302670,-1,0,1037,1123
3302760,-1,-1,145,216
3302790,-1,-1,174,154
3302880,-1,-1,886,1006
3302910,-1,-1,453,444
3302940,-1,-1,42,13
3302970,-1,0,3202,999
3302990,-1,-1,2029,1548
3303000,-1,-1,1357,924
3303090,-1,-1,1494,1093
3303120,-1,-1,75,66
3303150,-1,-1,387,432
3303180,-1,-1,1342,1166
3303210,-1,-1,397,393
3303240,-1,-1,2545,2796
3303330,-1,-1,2677,2344
3303360,-1,-1,151,205
3303420,-1,-1,304,394
3303480,-1,-1,1031,887
3303510,-1,-1,1304,1118
3303540,-1,-1,209,243
3303600,-1,0,477,464
3303630,-1,-1,75,56
3303660,-1,-1,916,678
3303690,-1,-1,571,402
3303720,-1,-1,83,61
3303750,-1,-1,1352,1173
3303780,-1,0,751,551
3303810,-1,-1,272,154
3303840,-1,0,655,654
3303850,-1,-1,691,1247
3303870,-1,0,1164,1322
3303900,-1,-1,938,926
3303930,-1,0,3927,3519
3303960,-1,-1,1308,1042
3303990,-1,-1,62,41
3304030,-1,-1,1654,1402
3304040,-1,-1,1880,1778
3304050,-1,0,3908,3294
3304080,-1,-1,164,104
3304140,-1,0,2414,1985
3304150,-1,-1,163,118
3304170,-1,-1,26,20
3304230,-1,0,2145,1683
3304260,-1,-1,406,305
3304290,-1,-1,371,339
3304350,-1,-1,871,1344
3304380,-1,0,1079,699
3304410,-1,-1,4557,4389
3304500,-1,0,198,203
3304560,-1,-1,231,132
3304590,-1,1,15697,13886
3304620,-1,-1,254,181
3304650,-1,0,59,38
3304670,-1,-1,1440,1063
3304680,-1,-1,1635,1186
3304740,-1,-1,4536,3680
3304760,-1,-1,2425,2484
3304800,-1,-1,141,129
3304830,-1,-1,2089,2349
3304890,-1,-1,2588,1653
3304920,-1,-1,112,84
3304950,-1,-1,184,178
3304960,-1,-1,695,503
3304980,0,1,12447,11132
3305010,-1,-1,66,68
3305040,-1,-1,393,566
3305070,-1,0,59,49
3305190,-1,-1,95,126
3305220,-1,-1,1491,1221
3305250,-1,-1,58,50
3305280,-1,0,1072,1044
3305310,-1,-1,1291,1009
3305370,-1,-1,440,400
3305400,-1,-1,572,353
3305430,-1,-1,491,374
3305460,-1,-1,448,525
3305520,-1,0,2172,2114
3305550,-1,0,1684,1962
3305580,-1,-1,1784,1545
3305670,-1,-1,85,61
3305700,-1,-1,203,101
3305730,-1,-1,834,582
3305760,-1,0,305,197
3305790,-1,0,539,427
3305820,-1,0,2754,2598
3305830,-1,-1,324,219
3305880,-1,-1,1861,1336
3305940,-1,-1,4604,4252
3305970,-1,-1,183,164
3306000,-1,-1,178,99
3306030,-1,-1,499,430
3306060,-1,0,4154,3568
3306080,-1,-1,1788,1653
3306150,-1,0,696,735
3306180,-1,-1,1382,1320
3306240,-1,0,1697,1599
3306260,-1,-1,697,831
3306270,-1,-1,81,69
3306330,-1,-1,58,31
3306360,-1,-1,81,68
3306390,-1,-1,57,82
3306420,-1,-1,495,408
3306450,-1,-1,239,61
3306480,-1,-1,711,568
3306540,-1,-1,538,414
3306600,-1,-1,300,204
3306660,-1,-1,216,200
3306720,-1,-1,3442,3541
3306750,-1,-1,124,115
3306780,-1,-1,461,425
3306870,-1,-1,71,77
3306900,-1,0,74,47
3306910,-1,0,29,22
3306930,-1,-1,990,1026
3306990,-1,-1,97,58
3307020,-1,-1,181,138
3307050,-1,-1,1506,1146
3307115,-1,-1,321,575
3307140,-1,-1,840,434
3307170,-1,0,1254,2940
3307230,-1,-1,963,1024
3307300,-1,-1,1803,1439
3399965,-1,-1,661,675
3400004,-1,0,2294,4205
3400008,-1,0,842,709
3400660,0,1,894,817
3400690,-1,0,527,477
3400720,-1,0,303,404
3400750,-1,0,804,911
3400810,-1,0,463,374
3400840,-1,0,250,194
3400870,1,1,175,160
3400900,-1,0,626,511
3400930,0,1,3140,2039
3400960,1,1,7083,6993
3401020,-1,0,313,335
3401050,-1,0,1644,1553
3401110,-1,0,126,43
3401140,-1,-1,145,146
3401170,-1,0,548,613
3401200,-1,-1,169,102
3401230,-1,-1,100,129
3401260,1,1,7663,9707
3401290,-1,1,96,70
3401320,0,1,487,529
3401350,1,1,3911,4465
3401380,-1,1,957,1204
3401410,1,1,690,534
3401440,-1,0,818,728
3401500,1,1,3100,3526
3401530,0,1,1355,2702
3401560,-1,1,1766,2133
3401590,-1,0,692,815
3401620,0,1,537,626
3401650,-1,1,2513,5538
3401710,-1,0,453,358
3401740,1,1,319,296
3401770,0,1,3292,3672
3401800,-1,0,724,479
3401830,1,1,5051,6238
3401860,-1,1,714,559
3401890,-1,0,97,108
3401920,1,1,1084,1090
3401950,0,1,1323,1383
3401980,-1,0,438,444
3402030,0,1,1686,2485
3402100,1,1,1295,1905
3402130,1,1,386,287
3402160,-1,0,1351,1464
3402220,-1,0,9949,8843
3402250,1,1,3823,5837
3402280,0,1,5927,8506
3402310,-1,-1,420,542
3402340,1,1,1082,613
3402370,-1,1,237,307
3402400,1,1,2353,1811
3402430,1,1,1503,1701
3402460,1,1,1908,3879
3402520,-1,0,1206,1198
3402550,-1,-1,1004,864
3402580,-1,0,2252,2610
3402610,-1,-1,153,93
3402640,1,1,19639,7773
3402700,0,1,306,205
3402790,0,1,558,539
3402800,0,1,426,475
3402820,1,1,2764,3691
3402850,0,0,1252,1601
3402880,0,1,737,950
3402910,-1,1,1766,2095
3403000,0,1,10057,11051
3403060,-1,0,953,1115
3403090,-1,1,253,764
3403120,0,0,2178,2474
3403150,-1,0,1195,2288
3403180,1,1,1113,1437
3403210,-1,0,1346,2367
3403240,0,1,500,453
3403270,1,1,2182,3073
3403300,1,1,8172,10891
3403330,-1,0,459,451
3403360,-1,0,1458,1327
3403390,1,1,895,1122
3403420,0,1,2337,1908
3403450,-1,-1,885,942
3403480,1,1,758,559
3403540,-1,1,419,466
3403570,-1,0,3111,3907
3403600,1,1,1091,1830
3403620,1,1,1163,1206
3403630,0,0,170,165
3403660,1,1,377,330
3403690,-1,1,418,397
3403720,-1,0,516,388
3403750,-1,-1,720,833
3403780,0,1,2118,2990
3403810,1,1,554,665
3403840,-1,-1,819,543
3403870,-1,0,1321,1640
3403900,0,1,3502,4331
3403930,1,0,2409,3205
3403960,0,-1,267,185
3403990,0,1,2358,2476
3404020,0,1,871,1154
3404050,-1,0,139,141
3404080,-1,0,497,350
3404110,0,1,7179,7947
3404140,-1,0,534,1268
3404170,0,1,931,972
3404200,1,0,224,275
3404230,-1,-1,11557,8999
3404290,1,1,676,810
3404320,1,1,3906,5251
3404350,0,1,809,592
3404380,0,1,1624,2016
3404410,1,1,1594,1032
3404440,1,1,347,920
3404470,1,1,1013,851
3404500,1,1,12239,15516
3404530,1,1,593,502
3404560,0,1,4594,7428
3404590,1,1,16478,26491
3404620,1,1,396,337
3404660,1,1,1888,2611
3404680,-1,1,117,129
3404710,0,1,916,1149
3404740,1,1,2467,3075
3404770,1,1,478,527
3404830,-1,0,171,223
3404860,-1,-1,233,172
3404890,-1,0,4512,4416
3404920,1,1,3485,3585
3404950,-1,-1,817,1022
3404980,0,1,4089,4880
3405010,-1,0,584,659
3405040,1,1,730,624
3405070,1,0,805,1388
3405130,-1,1,207,161
3405190,-1,0,2905,3078
3405220,0,1,1547,1583
3405250,-1,0,708,952
3405280,0,0,290,404
3405310,1,1,3271,3814
3405340,-1,0,795,519
3405370,0,0,1091,1146
3405400,-1,0,636,462
3405430,0,0,1657,1408
3405460,-1,0,305,285
3405490,1,1,4809,7230
3405520,-1,0,270,223
3405550,-1,0,254,225
