ylabel,label,chunk_id
0.16622533190697908,2018,1
0.5001667508373482,2017,1
0.8339414189303691,2016,1
0.16622533190697908,2018,2
0.5001667508373482,2017,2
0.8339414189303691,2016,2
0.15107373748298486,Renewable,3
0.4165186231908355,Nuclear,3
0.7654448857078506,Conv. Thermal,3
